"Date(year,month,day)",Airline,FlightID,OriginAirport,DestinationAirport,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,ScheduledArrTime,ActualArrTime,FlightStatus,distance,air_time
06-03-2025,SpiceJet,FL1051,CCU,PNQ,01:30:00,01:30:00,0,09:21:00,09:21:00,On Time,1529,1911
11-01-2025,Akasa Air,FL2578,GOI,DEL,02:30:00,02:30:00,0,10:11:00,10:11:00,On Time,1521,1901
19-09-2025,Air India,FL8599,CCU,MAA,00:00:00,00:00:00,0,17:03:00,17:03:00,On Time,1971,2463
04-04-2025,Akasa Air,FL7504,HYD,PNQ,10:30:00,10:36:00,6,15:53:00,15:59:00,Delayed,1587,1763
07-09-2025,SpiceJet,FL2054,PNQ,BLR,01:00:00,01:00:00,0,05:45:00,05:45:00,On Time,1380,1725
31-10-2025,IndiGo,FL9326,MAA,HYD,13:30:00,13:30:00,0,20:53:00,20:53:00,On Time,1695,1883
27-05-2025,IndiGo,FL7541,MAA,AMD,15:15:00,16:59:00,104,06:45:00,08:29:00,Delayed,651,930
10-03-2025,Vistara,FL1174,DEL,PNQ,11:15:00,11:15:00,0,01:35:00,01:35:00,On Time,774,860
10-06-2025,IndiGo,FL3166,MAA,PNQ,10:15:00,11:05:00,50,17:53:00,18:43:00,Delayed,1709,1898
08-07-2025,SpiceJet,FL8348,PNQ,DEL,02:45:00,02:45:00,0,16:39:00,16:39:00,On Time,751,834
31-01-2025,Air India,FL7214,BLR,GOI,14:45:00,14:45:00,0,00:17:00,00:17:00,On Time,401,572
02-05-2025,IndiGo,FL2016,HYD,BLR,14:15:00,14:15:00,0,22:21:00,22:21:00,On Time,389,486
26-04-2025,Akasa Air,FL3450,GOI,BLR,11:45:00,11:45:00,0,10:41:00,10:41:00,On Time,1101,1376
05-06-2025,Akasa Air,FL9685,BLR,BOM,19:00:00,20:15:00,75,08:58:00,10:13:00,Delayed,1823,2278
27-11-2025,SpiceJet,FL7600,BLR,BOM,08:00:00,09:42:00,102,23:55:00,01:37:00,Delayed,2156,2395
09-05-2025,Vistara,FL5894,DEL,PNQ,09:00:00,,,05:04:00,,Cancelled,1084,1204
13-10-2025,Air India,FL7625,MAA,GOI,08:45:00,08:45:00,0,23:08:00,23:08:00,On Time,2073,2303
12-03-2025,Vistara,FL2710,GOI,BLR,23:30:00,23:30:00,0,13:00:00,13:00:00,On Time,729,810
01-08-2025,Akasa Air,FL3842,HYD,AMD,21:45:00,00:04:00,139,16:47:00,19:06:00,Delayed,1808,2582
13-08-2025,SpiceJet,FL2666,HYD,BLR,11:30:00,11:30:00,0,01:10:00,01:10:00,On Time,2034,2260
15-02-2025,Air India,FL4510,MAA,GOI,23:15:00,23:15:00,0,14:27:00,14:27:00,On Time,1882,2352
14-04-2025,Akasa Air,FL5584,MAA,CCU,06:45:00,06:45:00,0,20:03:00,20:03:00,On Time,559,798
22-07-2025,SpiceJet,FL6184,PNQ,AMD,10:15:00,10:15:00,0,18:13:00,18:13:00,On Time,383,478
25-01-2025,Akasa Air,FL1300,CCU,BOM,05:30:00,05:30:00,0,05:47:00,05:47:00,On Time,1020,1457
20-09-2025,IndiGo,FL3626,BLR,MAA,06:45:00,07:48:00,63,07:07:00,08:10:00,Delayed,2032,2902
24-02-2025,Vistara,FL7627,GOI,BOM,23:15:00,23:15:00,0,01:28:00,01:28:00,On Time,1259,1573
07-08-2025,IndiGo,FL5552,BLR,DEL,06:00:00,06:00:00,0,17:31:00,17:31:00,On Time,622,691
14-09-2025,Akasa Air,FL8522,BOM,MAA,09:15:00,09:15:00,0,22:25:00,22:25:00,On Time,1784,2230
20-12-2025,Vistara,FL4623,DEL,BLR,13:30:00,13:30:00,0,01:30:00,01:30:00,On Time,648,720
16-01-2025,Vistara,FL6444,AMD,HYD,08:15:00,08:15:00,0,12:21:00,12:21:00,On Time,1349,1686
06-09-2025,Vistara,FL8648,MAA,GOI,06:45:00,07:26:00,41,17:56:00,18:37:00,Delayed,604,671
20-07-2025,Air India,FL8252,AMD,BLR,05:00:00,05:00:00,0,20:15:00,20:15:00,On Time,732,915
22-07-2025,SpiceJet,FL6845,DEL,PNQ,10:45:00,10:45:00,0,16:31:00,16:31:00,On Time,1608,1786
26-09-2025,SpiceJet,FL2925,MAA,HYD,08:45:00,08:45:00,0,18:56:00,18:56:00,On Time,489,611
29-11-2025,Vistara,FL9924,AMD,DEL,21:45:00,21:45:00,0,21:12:00,21:12:00,On Time,1126,1407
26-04-2025,SpiceJet,FL3193,HYD,BLR,06:30:00,08:12:00,102,18:58:00,20:40:00,Delayed,1751,2188
07-01-2025,SpiceJet,FL6046,CCU,BLR,04:00:00,04:00:00,0,12:28:00,12:28:00,On Time,1559,1948
19-05-2025,Air India,FL9960,MAA,GOI,10:45:00,11:21:00,36,00:40:00,01:16:00,Delayed,585,835
05-06-2025,Vistara,FL3479,AMD,BLR,13:30:00,13:30:00,0,11:40:00,11:40:00,On Time,931,1330
13-03-2025,IndiGo,FL3704,PNQ,GOI,08:45:00,08:45:00,0,09:45:00,09:45:00,On Time,1050,1500
27-07-2025,SpiceJet,FL4023,PNQ,HYD,01:15:00,01:15:00,0,12:45:00,12:45:00,On Time,1917,2130
03-06-2025,Air India,FL4858,HYD,BLR,18:30:00,18:30:00,0,16:40:00,16:40:00,On Time,1064,1330
10-11-2025,Vistara,FL6516,DEL,BLR,10:15:00,10:15:00,0,17:39:00,17:39:00,On Time,311,444
23-11-2025,IndiGo,FL5364,BOM,CCU,07:15:00,07:15:00,0,08:59:00,08:59:00,On Time,2089,2984
05-07-2025,Akasa Air,FL1951,GOI,AMD,18:30:00,18:30:00,0,18:27:00,18:27:00,On Time,2014,2877
16-02-2025,SpiceJet,FL2207,MAA,HYD,08:30:00,08:30:00,0,03:30:00,03:30:00,On Time,1026,1140
13-05-2025,SpiceJet,FL9412,MAA,CCU,22:30:00,22:30:00,0,05:52:00,05:52:00,On Time,1506,1882
10-03-2025,IndiGo,FL1254,AMD,BLR,23:15:00,23:15:00,0,08:07:00,08:07:00,On Time,1578,1972
07-02-2025,Air India,FL5966,BOM,PNQ,11:15:00,11:15:00,0,00:49:00,00:49:00,On Time,570,814
03-02-2025,Akasa Air,FL2805,BOM,AMD,16:15:00,16:15:00,0,22:10:00,22:10:00,On Time,1616,1795
19-10-2025,SpiceJet,FL5577,DEL,BOM,06:45:00,06:45:00,0,14:32:00,14:32:00,On Time,1526,1907
16-10-2025,IndiGo,FL9920,CCU,MAA,11:45:00,11:45:00,0,08:29:00,08:29:00,On Time,1120,1244
16-12-2025,Vistara,FL6225,MAA,DEL,04:30:00,04:30:00,0,19:25:00,19:25:00,On Time,627,895
07-10-2025,Akasa Air,FL2422,BLR,DEL,06:15:00,06:15:00,0,13:05:00,13:05:00,On Time,1665,1850
25-09-2025,Air India,FL7832,GOI,CCU,23:30:00,23:30:00,0,21:51:00,21:51:00,On Time,939,1341
03-09-2025,Vistara,FL1378,AMD,HYD,03:45:00,,,11:16:00,,Cancelled,406,451
14-01-2025,Air India,FL5272,CCU,BLR,11:15:00,11:15:00,0,11:45:00,11:45:00,On Time,2037,2910
06-12-2025,IndiGo,FL7380,GOI,CCU,04:00:00,06:42:00,162,22:37:00,01:19:00,Delayed,2046,2557
01-10-2025,Akasa Air,FL4065,CCU,HYD,05:45:00,06:11:00,26,04:33:00,04:59:00,Delayed,958,1368
22-07-2025,Vistara,FL5529,AMD,DEL,13:00:00,13:00:00,0,01:07:00,01:07:00,On Time,1517,2167
27-08-2025,IndiGo,FL4263,MAA,AMD,05:15:00,05:15:00,0,15:06:00,15:06:00,On Time,1422,2031
23-09-2025,Air India,FL1323,AMD,CCU,03:45:00,03:45:00,0,05:50:00,05:50:00,On Time,1252,1565
30-04-2025,SpiceJet,FL2332,BOM,GOI,00:45:00,00:45:00,0,06:22:00,06:22:00,On Time,304,337
07-10-2025,Vistara,FL8383,BLR,CCU,06:00:00,06:00:00,0,05:12:00,05:12:00,On Time,1253,1392
30-08-2025,IndiGo,FL3399,PNQ,CCU,21:00:00,22:42:00,102,05:17:00,06:59:00,Delayed,448,497
25-04-2025,SpiceJet,FL3882,HYD,AMD,00:30:00,03:30:00,180,20:24:00,23:24:00,Delayed,836,1194
24-06-2025,Akasa Air,FL5377,HYD,AMD,07:15:00,08:06:00,51,02:28:00,03:19:00,Delayed,2075,2593
26-03-2025,IndiGo,FL7126,CCU,DEL,18:45:00,19:55:00,70,02:39:00,03:49:00,Delayed,1723,1914
02-07-2025,Vistara,FL8449,BLR,MAA,16:45:00,16:45:00,0,18:12:00,18:12:00,On Time,2077,2967
09-12-2025,Vistara,FL8153,HYD,MAA,07:30:00,07:30:00,0,04:11:00,04:11:00,On Time,2145,2681
08-08-2025,IndiGo,FL6544,HYD,MAA,03:15:00,03:15:00,0,12:12:00,12:12:00,On Time,1780,1977
27-10-2025,Air India,FL2047,AMD,GOI,21:00:00,21:00:00,0,18:43:00,18:43:00,On Time,1173,1303
31-01-2025,SpiceJet,FL5826,PNQ,BOM,10:45:00,10:45:00,0,17:53:00,17:53:00,On Time,386,428
22-05-2025,Air India,FL7375,GOI,BLR,10:00:00,10:00:00,0,18:28:00,18:28:00,On Time,1364,1948
02-09-2025,SpiceJet,FL7795,DEL,BLR,20:30:00,20:30:00,0,09:57:00,09:57:00,On Time,565,807
25-10-2025,Akasa Air,FL8784,MAA,DEL,00:30:00,00:30:00,0,08:15:00,08:15:00,On Time,1715,1905
07-07-2025,SpiceJet,FL8429,BOM,GOI,04:30:00,06:32:00,122,09:55:00,11:57:00,Delayed,1589,1765
07-08-2025,Air India,FL3166,MAA,GOI,03:45:00,05:37:00,112,15:38:00,17:30:00,Delayed,1938,2153
10-03-2025,Akasa Air,FL4290,DEL,BOM,01:00:00,01:00:00,0,03:05:00,03:05:00,On Time,1252,1565
20-08-2025,Akasa Air,FL8643,HYD,GOI,00:00:00,02:52:00,172,00:47:00,03:39:00,Delayed,1190,1487
24-07-2025,Air India,FL1818,BLR,AMD,01:30:00,01:30:00,0,11:26:00,11:26:00,On Time,1629,2036
26-12-2025,SpiceJet,FL3561,GOI,BLR,16:45:00,17:24:00,39,05:25:00,06:04:00,Delayed,532,760
01-12-2025,Akasa Air,FL6325,HYD,GOI,07:00:00,07:00:00,0,02:00:00,02:00:00,On Time,1026,1140
21-09-2025,Air India,FL2145,MAA,AMD,17:45:00,17:45:00,0,20:05:00,20:05:00,On Time,2114,3020
11-05-2025,Vistara,FL7345,DEL,HYD,18:00:00,18:00:00,0,13:10:00,13:10:00,On Time,2072,2590
20-03-2025,Akasa Air,FL8271,PNQ,MAA,20:30:00,22:46:00,136,13:28:00,15:44:00,Delayed,815,1018
04-07-2025,SpiceJet,FL8817,BOM,PNQ,17:15:00,17:15:00,0,17:06:00,17:06:00,On Time,1145,1431
29-04-2025,Vistara,FL7690,HYD,MAA,19:00:00,19:00:00,0,22:50:00,22:50:00,On Time,2177,3110
27-09-2025,IndiGo,FL6044,PNQ,CCU,14:15:00,14:15:00,0,10:00:00,10:00:00,On Time,2100,2625
06-09-2025,IndiGo,FL9745,CCU,AMD,15:30:00,17:22:00,112,16:10:00,18:02:00,Delayed,1332,1480
14-11-2025,Air India,FL8001,CCU,MAA,02:30:00,02:30:00,0,16:37:00,16:37:00,On Time,763,847
19-10-2025,Akasa Air,FL6237,CCU,GOI,16:00:00,18:41:00,161,02:43:00,05:24:00,Delayed,1667,2083
15-01-2025,SpiceJet,FL5609,AMD,MAA,11:15:00,11:15:00,0,22:19:00,22:19:00,On Time,1894,2104
24-04-2025,Air India,FL1112,GOI,DEL,08:15:00,08:15:00,0,05:33:00,05:33:00,On Time,1023,1278
24-06-2025,Akasa Air,FL8019,PNQ,DEL,21:15:00,21:15:00,0,20:16:00,20:16:00,On Time,1975,2821
17-04-2025,Air India,FL8909,AMD,CCU,12:00:00,12:27:00,27,20:41:00,21:08:00,Delayed,365,521
05-04-2025,Vistara,FL4218,MAA,BOM,02:45:00,02:58:00,13,14:03:00,14:16:00,Delayed,475,678
15-10-2025,SpiceJet,FL9880,DEL,BLR,03:00:00,03:00:00,0,02:28:00,02:28:00,On Time,1127,1408
19-08-2025,SpiceJet,FL2677,MAA,DEL,03:30:00,05:53:00,143,18:07:00,20:30:00,Delayed,614,877
11-05-2025,IndiGo,FL1823,HYD,DEL,12:30:00,12:30:00,0,02:55:00,02:55:00,On Time,2075,2305
23-02-2025,Vistara,FL6549,BLR,GOI,20:30:00,20:30:00,0,09:01:00,09:01:00,On Time,601,751
19-12-2025,Vistara,FL4199,BLR,AMD,02:00:00,02:00:00,0,08:56:00,08:56:00,On Time,375,416
23-12-2025,Vistara,FL6271,MAA,GOI,01:15:00,01:44:00,29,12:20:00,12:49:00,Delayed,599,665
26-08-2025,Akasa Air,FL4746,BOM,GOI,22:00:00,23:49:00,109,12:05:00,13:54:00,Delayed,761,845
11-03-2025,Air India,FL3903,GOI,HYD,18:45:00,18:45:00,0,11:20:00,11:20:00,On Time,2192,2435
02-12-2025,Air India,FL1113,MAA,DEL,01:00:00,01:18:00,18,05:35:00,05:53:00,Delayed,1544,1715
28-04-2025,Akasa Air,FL1378,AMD,PNQ,01:45:00,02:49:00,64,17:23:00,18:27:00,Delayed,657,938
10-03-2025,Air India,FL7176,AMD,HYD,23:15:00,01:26:00,131,21:32:00,23:43:00,Delayed,936,1337
17-11-2025,IndiGo,FL4278,GOI,BLR,13:30:00,13:30:00,0,23:26:00,23:26:00,On Time,1833,2036
16-07-2025,SpiceJet,FL7397,PNQ,MAA,04:45:00,06:20:00,95,01:07:00,02:42:00,Delayed,1864,2662
20-02-2025,Air India,FL6236,PNQ,BLR,05:15:00,07:20:00,125,22:47:00,00:52:00,Delayed,1994,2492
02-03-2025,IndiGo,FL5482,GOI,PNQ,03:45:00,06:10:00,145,08:29:00,10:54:00,Delayed,1552,1724
25-08-2025,Air India,FL1717,MAA,HYD,18:30:00,19:52:00,82,06:35:00,07:57:00,Delayed,508,725
22-05-2025,Akasa Air,FL4495,DEL,MAA,12:30:00,12:30:00,0,01:50:00,01:50:00,On Time,720,800
17-06-2025,Akasa Air,FL4302,HYD,AMD,15:45:00,15:45:00,0,19:50:00,19:50:00,On Time,1348,1685
22-01-2025,IndiGo,FL3166,MAA,CCU,06:30:00,06:30:00,0,19:05:00,19:05:00,On Time,529,755
14-04-2025,Akasa Air,FL9416,BOM,MAA,01:00:00,01:00:00,0,21:54:00,21:54:00,On Time,1886,2694
05-01-2025,IndiGo,FL8782,HYD,BOM,10:15:00,10:15:00,0,06:22:00,06:22:00,On Time,966,1207
08-08-2025,Vistara,FL8350,AMD,BOM,09:45:00,11:43:00,118,21:15:00,23:13:00,Delayed,1704,2130
24-03-2025,SpiceJet,FL5740,DEL,GOI,07:00:00,07:00:00,0,16:34:00,16:34:00,On Time,402,574
24-01-2025,Air India,FL6056,CCU,AMD,23:15:00,23:15:00,0,15:13:00,15:13:00,On Time,1919,2398
09-01-2025,Akasa Air,FL5372,CCU,MAA,17:15:00,17:44:00,29,14:59:00,15:28:00,Delayed,1921,2744
28-11-2025,Akasa Air,FL9135,PNQ,BOM,12:30:00,15:16:00,166,10:53:00,13:39:00,Delayed,1209,1343
02-03-2025,Akasa Air,FL9457,MAA,HYD,00:45:00,00:53:00,8,22:43:00,22:51:00,Delayed,1187,1318
09-11-2025,Vistara,FL3379,MAA,AMD,11:00:00,11:00:00,0,04:12:00,04:12:00,On Time,723,1032
12-10-2025,Vistara,FL9904,GOI,DEL,21:15:00,23:47:00,152,14:30:00,17:02:00,Delayed,725,1035
22-09-2025,SpiceJet,FL7788,GOI,BLR,02:00:00,02:00:00,0,12:55:00,12:55:00,On Time,1886,2095
13-11-2025,SpiceJet,FL6482,AMD,GOI,04:15:00,04:15:00,0,00:10:00,00:10:00,On Time,2108,2635
19-08-2025,Air India,FL6174,MAA,CCU,10:30:00,12:30:00,120,06:45:00,08:45:00,Delayed,972,1215
23-06-2025,IndiGo,FL9459,AMD,MAA,15:30:00,17:21:00,111,02:41:00,04:32:00,Delayed,470,671
01-06-2025,Vistara,FL1986,BOM,BLR,06:15:00,07:59:00,104,15:56:00,17:40:00,Delayed,1617,2021
02-12-2025,SpiceJet,FL7089,CCU,DEL,21:45:00,21:45:00,0,06:58:00,06:58:00,On Time,1595,1993
04-12-2025,Akasa Air,FL9320,BLR,PNQ,08:00:00,08:00:00,0,10:02:00,10:02:00,On Time,1250,1562
28-06-2025,Vistara,FL2933,MAA,CCU,14:00:00,14:00:00,0,23:48:00,23:48:00,On Time,471,588
08-05-2025,Air India,FL8861,BLR,AMD,05:45:00,08:06:00,141,18:07:00,20:28:00,Delayed,594,742
22-08-2025,SpiceJet,FL3660,GOI,PNQ,06:15:00,06:15:00,0,02:35:00,02:35:00,On Time,976,1220
28-02-2025,Air India,FL2882,CCU,PNQ,23:45:00,23:45:00,0,22:46:00,22:46:00,On Time,1975,2821
11-04-2025,Akasa Air,FL3297,AMD,GOI,04:15:00,04:15:00,0,05:06:00,05:06:00,On Time,2052,2931
21-07-2025,Vistara,FL2873,BOM,HYD,21:45:00,21:45:00,0,09:39:00,09:39:00,On Time,1939,2154
06-04-2025,Vistara,FL2677,CCU,MAA,02:15:00,02:15:00,0,18:35:00,18:35:00,On Time,882,980
18-04-2025,Air India,FL8878,PNQ,GOI,22:30:00,22:30:00,0,09:01:00,09:01:00,On Time,442,631
22-02-2025,IndiGo,FL8147,GOI,MAA,11:15:00,11:15:00,0,01:02:00,01:02:00,On Time,579,827
25-04-2025,Air India,FL2828,PNQ,CCU,12:00:00,12:00:00,0,19:35:00,19:35:00,On Time,410,455
30-07-2025,Vistara,FL9885,GOI,BOM,17:00:00,17:48:00,48,07:37:00,08:25:00,Delayed,702,877
03-03-2025,Vistara,FL7208,BLR,GOI,12:00:00,12:00:00,0,00:00:00,00:00:00,On Time,1728,2160
02-01-2025,Air India,FL4892,HYD,AMD,08:15:00,08:15:00,0,18:23:00,18:23:00,On Time,426,608
03-04-2025,Vistara,FL8626,PNQ,HYD,21:45:00,23:53:00,128,15:32:00,17:40:00,Delayed,961,1067
20-01-2025,Air India,FL5113,DEL,CCU,05:45:00,08:09:00,144,13:02:00,15:26:00,Delayed,1690,1877
07-04-2025,Air India,FL6973,DEL,HYD,13:15:00,13:15:00,0,00:36:00,00:36:00,On Time,1485,2121
09-10-2025,Akasa Air,FL3194,MAA,GOI,14:45:00,14:45:00,0,03:08:00,03:08:00,On Time,669,743
05-01-2025,SpiceJet,FL7513,GOI,AMD,00:30:00,00:30:00,0,15:22:00,15:22:00,On Time,803,892
16-10-2025,Akasa Air,FL7425,CCU,PNQ,14:15:00,16:07:00,112,05:43:00,07:35:00,Delayed,1658,2368
03-01-2025,Vistara,FL9872,CCU,PNQ,21:00:00,22:18:00,78,22:20:00,23:38:00,Delayed,1064,1520
23-11-2025,Vistara,FL9765,PNQ,MAA,08:45:00,09:01:00,16,15:05:00,15:21:00,Delayed,304,380
28-07-2025,Air India,FL8610,HYD,DEL,21:45:00,00:26:00,161,02:27:00,05:08:00,Delayed,1378,1722
18-01-2025,Vistara,FL2835,CCU,PNQ,00:30:00,00:30:00,0,11:46:00,11:46:00,On Time,541,676
04-03-2025,Vistara,FL5377,BLR,CCU,11:30:00,11:30:00,0,00:53:00,00:53:00,On Time,2019,2243
15-05-2025,SpiceJet,FL8710,DEL,GOI,08:45:00,08:45:00,0,09:50:00,09:50:00,On Time,1054,1505
26-10-2025,Vistara,FL6812,MAA,HYD,15:00:00,15:00:00,0,00:45:00,00:45:00,On Time,1418,2025
26-11-2025,Vistara,FL6167,HYD,MAA,15:15:00,15:15:00,0,18:12:00,18:12:00,On Time,2140,3057
28-09-2025,Air India,FL2563,PNQ,AMD,19:45:00,19:45:00,0,10:45:00,10:45:00,On Time,1872,2340
30-01-2025,SpiceJet,FL5204,AMD,PNQ,16:15:00,16:15:00,0,06:33:00,06:33:00,On Time,601,858
12-04-2025,Air India,FL2646,GOI,HYD,12:30:00,15:26:00,176,10:41:00,13:37:00,Delayed,1065,1331
13-02-2025,Air India,FL5113,AMD,HYD,09:45:00,09:45:00,0,13:42:00,13:42:00,On Time,2182,3117
13-03-2025,Akasa Air,FL9077,BOM,MAA,21:30:00,21:30:00,0,20:38:00,20:38:00,On Time,1250,1388
05-06-2025,IndiGo,FL9002,DEL,BLR,09:15:00,09:15:00,0,06:59:00,06:59:00,On Time,913,1304
19-10-2025,SpiceJet,FL4714,GOI,AMD,17:30:00,17:30:00,0,13:41:00,13:41:00,On Time,969,1211
27-03-2025,Air India,FL4832,HYD,PNQ,17:15:00,17:15:00,0,12:28:00,12:28:00,On Time,1038,1153
28-11-2025,Vistara,FL7978,MAA,BLR,14:00:00,14:00:00,0,21:08:00,21:08:00,On Time,1682,1868
09-01-2025,Air India,FL7834,HYD,AMD,05:45:00,05:45:00,0,20:31:00,20:31:00,On Time,798,886
26-12-2025,SpiceJet,FL8173,DEL,GOI,22:00:00,22:00:00,0,07:12:00,07:12:00,On Time,1395,1992
21-02-2025,SpiceJet,FL7770,HYD,PNQ,06:15:00,06:15:00,0,19:50:00,19:50:00,On Time,1804,2255
02-07-2025,IndiGo,FL9332,CCU,PNQ,07:15:00,07:15:00,0,03:08:00,03:08:00,On Time,955,1193
30-08-2025,SpiceJet,FL5140,MAA,GOI,21:30:00,22:01:00,31,12:47:00,13:18:00,Delayed,2122,2357
20-10-2025,Vistara,FL2982,AMD,PNQ,14:00:00,15:33:00,93,06:58:00,08:31:00,Delayed,1967,2458
28-08-2025,Air India,FL4064,GOI,PNQ,07:15:00,07:15:00,0,20:31:00,20:31:00,On Time,637,796
27-04-2025,Vistara,FL1856,BOM,MAA,01:00:00,01:00:00,0,14:54:00,14:54:00,On Time,2047,2274
05-10-2025,Air India,FL7853,MAA,GOI,23:15:00,23:15:00,0,12:15:00,12:15:00,On Time,702,780
17-11-2025,Akasa Air,FL1508,BLR,GOI,06:15:00,06:24:00,9,20:02:00,20:11:00,Delayed,745,827
05-06-2025,Vistara,FL5213,BOM,DEL,22:45:00,22:45:00,0,19:50:00,19:50:00,On Time,1012,1265
25-10-2025,Akasa Air,FL4754,BLR,PNQ,10:15:00,10:15:00,0,21:52:00,21:52:00,On Time,1496,2137
24-06-2025,SpiceJet,FL8770,BOM,MAA,11:30:00,11:30:00,0,23:40:00,23:40:00,On Time,584,730
22-10-2025,Air India,FL4835,BOM,CCU,06:30:00,08:09:00,99,14:51:00,16:30:00,Delayed,451,501
26-04-2025,Vistara,FL4137,HYD,BOM,11:15:00,11:15:00,0,07:47:00,07:47:00,On Time,1109,1232
04-12-2025,SpiceJet,FL5478,HYD,BOM,12:45:00,12:45:00,0,03:02:00,03:02:00,On Time,1838,2297
30-11-2025,Vistara,FL8631,GOI,AMD,17:45:00,17:45:00,0,23:01:00,23:01:00,On Time,1581,1756
28-04-2025,Air India,FL2229,PNQ,HYD,16:00:00,16:00:00,0,08:18:00,08:18:00,On Time,881,978
11-01-2025,Air India,FL4288,PNQ,GOI,04:15:00,05:10:00,55,04:58:00,05:53:00,Delayed,1187,1483
07-09-2025,IndiGo,FL2085,BOM,PNQ,10:15:00,10:15:00,0,13:16:00,13:16:00,On Time,1459,1621
17-08-2025,Vistara,FL4191,BLR,CCU,08:30:00,08:30:00,0,15:23:00,15:23:00,On Time,1668,1853
13-08-2025,Vistara,FL9825,MAA,DEL,04:45:00,04:45:00,0,13:17:00,13:17:00,On Time,410,512
12-09-2025,SpiceJet,FL4375,BLR,DEL,13:00:00,13:00:00,0,21:51:00,21:51:00,On Time,478,531
13-06-2025,SpiceJet,FL3134,BOM,DEL,12:00:00,12:00:00,0,01:38:00,01:38:00,On Time,737,818
03-05-2025,Vistara,FL7380,BLR,AMD,18:45:00,18:45:00,0,12:36:00,12:36:00,On Time,1758,2511
07-07-2025,Air India,FL8998,CCU,PNQ,16:30:00,18:42:00,132,05:04:00,07:16:00,Delayed,528,754
27-07-2025,Akasa Air,FL6130,GOI,BOM,18:45:00,18:45:00,0,13:17:00,13:17:00,On Time,1787,2552
05-10-2025,IndiGo,FL1835,DEL,BOM,08:45:00,10:46:00,121,14:55:00,16:56:00,Delayed,1267,1810
20-09-2025,Vistara,FL9288,HYD,AMD,05:00:00,05:00:00,0,11:12:00,11:12:00,On Time,1269,1812
17-05-2025,Vistara,FL9749,MAA,GOI,23:45:00,01:35:00,110,09:49:00,11:39:00,Delayed,423,604
03-12-2025,Vistara,FL6031,GOI,BLR,10:15:00,12:54:00,159,19:10:00,21:49:00,Delayed,375,535
12-02-2025,Akasa Air,FL9653,GOI,MAA,22:30:00,22:30:00,0,03:14:00,03:14:00,On Time,1552,1724
13-02-2025,IndiGo,FL6076,BOM,HYD,09:30:00,10:39:00,69,17:55:00,19:04:00,Delayed,455,505
09-09-2025,Akasa Air,FL6326,DEL,HYD,12:45:00,12:45:00,0,06:37:00,06:37:00,On Time,965,1072
23-06-2025,Vistara,FL4147,DEL,BOM,02:15:00,02:15:00,0,14:03:00,14:03:00,On Time,1504,2148
22-01-2025,SpiceJet,FL9818,HYD,MAA,21:00:00,21:00:00,0,18:36:00,18:36:00,On Time,1167,1296
09-12-2025,SpiceJet,FL5158,DEL,BOM,00:30:00,02:05:00,95,10:03:00,11:38:00,Delayed,1812,2013
08-02-2025,Akasa Air,FL8305,BLR,HYD,07:45:00,07:45:00,0,05:03:00,05:03:00,On Time,1903,2718
18-11-2025,Air India,FL3585,AMD,PNQ,20:30:00,21:40:00,70,04:14:00,05:24:00,Delayed,1333,1904
03-10-2025,Vistara,FL9306,HYD,PNQ,06:30:00,06:30:00,0,14:50:00,14:50:00,On Time,350,500
02-08-2025,Vistara,FL3403,AMD,MAA,08:45:00,08:45:00,0,03:16:00,03:16:00,On Time,889,1111
01-09-2025,Vistara,FL5021,PNQ,DEL,23:15:00,23:15:00,0,02:41:00,02:41:00,On Time,1317,1646
31-07-2025,IndiGo,FL2094,MAA,DEL,08:45:00,08:45:00,0,02:01:00,02:01:00,On Time,829,1036
21-03-2025,IndiGo,FL2432,BOM,BLR,23:00:00,00:18:00,78,02:21:00,03:39:00,Delayed,1477,1641
29-01-2025,Akasa Air,FL8737,CCU,MAA,10:30:00,10:30:00,0,01:33:00,01:33:00,On Time,723,903
05-03-2025,IndiGo,FL7196,GOI,DEL,23:45:00,02:28:00,163,02:45:00,05:28:00,Delayed,1134,1620
18-09-2025,IndiGo,FL2118,BLR,PNQ,20:30:00,20:30:00,0,19:14:00,19:14:00,On Time,1228,1364
22-06-2025,Air India,FL6771,BLR,MAA,08:00:00,09:42:00,102,23:26:00,01:08:00,Delayed,2130,2366
24-10-2025,Akasa Air,FL8802,PNQ,GOI,01:45:00,01:45:00,0,16:42:00,16:42:00,On Time,2104,2337
26-03-2025,IndiGo,FL8296,CCU,GOI,04:45:00,05:36:00,51,06:38:00,07:29:00,Delayed,1398,1553
17-09-2025,Air India,FL8496,BLR,GOI,13:30:00,13:30:00,0,08:51:00,08:51:00,On Time,2081,2601
18-11-2025,Akasa Air,FL2491,PNQ,MAA,23:15:00,23:15:00,0,06:17:00,06:17:00,On Time,1490,1862
18-06-2025,SpiceJet,FL8494,DEL,BOM,15:45:00,15:45:00,0,05:00:00,05:00:00,On Time,2012,2235
18-10-2025,SpiceJet,FL3558,CCU,BLR,13:45:00,13:45:00,0,10:29:00,10:29:00,On Time,871,1244
14-06-2025,SpiceJet,FL3067,GOI,CCU,01:15:00,01:15:00,0,22:15:00,22:15:00,On Time,1890,2700
19-02-2025,IndiGo,FL4828,AMD,BOM,03:00:00,03:00:00,0,23:41:00,23:41:00,On Time,869,1241
13-11-2025,Air India,FL4549,BLR,AMD,14:30:00,14:30:00,0,02:35:00,02:35:00,On Time,1516,2165
